Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-06-19, a picture which would show vicenza football team supporters partying in the street after the teams promotion during the covid19 emergency in italy ,Europe, Facebook, Facta,misleading,0
2020-06-19, an article stating that italian authorities knew about a promising drug that could cure covid19 but they ignored it ,Europe, Website, Facta,misleading,0
2020-06-19, muy interesante magazine already spoke in 2014 about the current coronavirus as some content that is being spread affirm ,Europe, Social Media, Maldita.es,false,0
2020-06-19,preston court blames covid19 backlog as teenager remanded in jail ,Europe,Guardian news,,true,1
2020-06-20,pga restart under scrutiny after nick watney tests positive for covid19 ,Europe,Guardian news,,true,1
2020-06-20,rented escooters ride to the rescue of english commuters as covid lockdown eases ,Europe,Guardian news,,true,1
2020-06-20,fabiflu the first oral favipiravirapproved medication in india for the treatment of covid19 ,India,The Hindu,,true,1
2020-06-20,simpson grabs lead watney exits with covid19 at harbour town ,Europe,Reuters UK,,true,1
2020-06-20,brazil passes 1 million covid19 cases with no end in sight ,Europe,Reuters UK,,true,1
2020-06-20,uk confirmed covid19 death toll rises by 128 to 42589 ,Europe,Reuters UK,,true,1
2020-06-20,madhya pradesh mla tests covid ve hours after rajyasabha polls voting ,India,NDTV,,true,1
2020-06-20,the covid19 pandemic has taken a toll and the indian wedding industry has now come to a halt watch the video to know how it has impacted the business and the people associated with it newsmo vertical coronavirus re ,India,IndiaToday,,true,1
2020-06-20,the covid19 pandemic has taken a toll and the indian wedding industry has now come to a halt watch the video to know how it has impacted the business and the people associated with it newsmo vertical coronavirus ,India,IndiaToday,,true,1
2020-06-20,delhi government opposed centres proposals including the proposal of making hospital beds cheaper and institutional quarantine of all covid19 patients ,India,IndiaToday,,true,1
2020-06-20,smashed from mothers day flower shortage sweeps australia during covid crisis ,Europe,Guardian news,,true,1
2020-06-20,uk care homes may be forced to close unless councils release covid19 cash ,Europe,Guardian news,,true,1
2020-06-20,jeremy corbyns brother charged with breaching covid lockdown rules ,Europe,Guardian news,,true,1
2020-06-20,wall street week ahead healthcare to get growth bump in covid19 influenced russell remake ,Europe,Reuters UK,,true,1
2020-06-20,assams covid19 case count has crossed the 5000 mark ,India,The Hindu,,true,1
2020-06-20,from celebration to dismay the week covid19 reemerged in new zealand ,Europe,Guardian news,,true,1
2020-06-20,northern ireland records no new covid19 cases for first time since lockdown ,Europe,BBC News (UK),,true,1
2020-06-20,new covid19 tracing tool appears in iphone and android smartphone settings ,Europe,BBC News (UK),,true,1
2020-06-20,spain to freely welcome britons without 14day covid19 quarantine ,Europe,Guardian news,,true,1
2020-06-20, joe biden and the democrats want to prosecute americans for going to church but not for burning a church ,United States, Donald Trump, PolitiFact,false,0
2020-06-21,heroes right anthony almojera on being a new york city paramedic and the injustices of covid19 ,United States,The Washington Post,,true,1
2020-06-21,coronavirus over four months after the first covid19 case was detected in india the case count in india stands at more than 4 lakh with a death toll of over 13000 click on the link below for latest covid19 india updates ,India,The Hindu,,true,1
2020-06-21,maharashtra cancels final year university exams over spiralling covid cases ,India,NDTV,,true,1
2020-06-21,gujarat hospital gets notice over 73yearold covid19 patients death ,India,NDTV,,true,1
2020-06-21,those who practice yoga have less chances of getting covid says minister ,India,NDTV,,true,1
2020-06-21,coronaviruscrisis centre plans to conduct six lakh rapid antigen tests for covid19 in and around containment zones of delhi take a look at this report itvideo ,India,IndiaToday,,true,1
2020-06-21,covid19 attacks the respiratory system pranayama can boost immunity says pm modi internationalyogaday2020 read live updates ,India,IndiaToday,,true,1
2020-06-21,amid covid yoga can help keep body fit mind serene says president ramnathkovind internationalyogaday read live updates ,India,IndiaToday,,true,1
2020-06-21,if our immunity is strong it is of great help in defeating this disease covid19 for boosting immunity there are several techniques in yoga various asanas are there pm narendra modi internationalyogaday2020 ,India,IndiaToday,,true,1
2020-06-21,victoria to extend state of emergency for four more weeks after spike in covid19 cases ,Europe,Guardian news,,true,1
2020-06-21,build 100000 homes for covid19 heroes say uk council leaders ,Europe,Guardian news,,true,1
2020-06-21,to meet the rising demand for n95 masks in the fight against covid19 odishas ganjam district rural development agency has started manufacturing n95equivalent masks with the help of women selfhelp groups at a cost of only 25 ,India,The Hindu,,true,1
2020-06-21,the uks coronavirus contact tracing app was due to be launched midmay to help control cases of covid19 within the country but its still not available so where is it and whats happened thread ,Europe,BBC News (UK),,true,1
2020-06-21,covid testing inequality to widen divide between uk rich and poor ,Europe,Guardian news,,true,1
2020-06-22,undeterred by the covid19enforced curbs on social gatherings israelis assembled in smaller groups and observed the sixth internationalyogaday with a lot of fanfare across the country ,India,The Hindu,,true,1
2020-06-22,india has over 426 lakh confirmed covid19 cases of which more than 17 lakh are active click here for updates on day 90 of the coronavirus lockdown ,India,The Hindu,,true,1
2020-06-22,the german football league will be breathing a massive sigh of relief this weekend when the bundesliga season wraps up following a suspension of more than two months due to the covid19 pandemic ,Europe,Reuters UK,,true,1
2020-06-22,talking points from the premier leagues first full weekend of action since the stoppage in march due to the covid19 pandemic by ,Europe,Reuters UK,,true,1
2020-06-22,antibody levels in recovered covid19 patients decline quickly research ,Europe,Reuters UK,,true,1
2020-06-22,thai trials of covid19 vaccine reach makeorbreak stage ,Europe,Reuters UK,,true,1
2020-06-22,reusable containers safe during covid19 pandemic say experts ,Europe,Guardian news,,true,1
2020-06-22,supply chain maintained even during covid pandemic foreign minister to saudi counterpart ,India,NDTV,,true,1
2020-06-22,coronaviruscrisis while covid dip trend in mumbai slums a high number of cases are being reported in posh areas watch this ground report by 6pmprime ,India,IndiaToday,,true,1
2020-06-22,coronaviruscrisis covid survivor dr jalil parkar talks about battling coronavirus and the kind of drugs he used to cure the disease indepth with live at ,India,IndiaToday,,true,1
2020-06-22,coronaviruscrisis listen to this tale of a family from delhi who survived covid19 at home indepth live at ,India,IndiaToday,,true,1
2020-06-22,glimmer of hope 3 indian pharmaceutical companies get dcgi nod for covid19 drugs heres a look at this report watch full video of indepth with ,India,IndiaToday,,true,1
2020-06-22,kanpurs covid house of horror watch ttp with itlivestream ,India,IndiaToday,,true,1
2020-06-22,two meters one meter plus covid social distancing rules prompt fierce debate in uk ,United States,The Washington Post,,true,1
2020-06-22,57 girls at governmentrun home in ups kanpur test positive for covid19 ndtvnewsbeeps ,India,NDTV,,true,1
2020-06-22,it would spread quickly in those cells covid19 imperils packed egypt prison ,Europe,Guardian news,,true,1
2020-06-22,coronavirus uk map the latest deaths and confirmed covid19 cases ,Europe,Guardian news,,true,1
2020-06-22,coronavirus victoria what we know about melbournes covid19 outbreaks ,Europe,Guardian news,,true,1
2020-06-22,nsw premier says people should rethink travel to melbourne amid covid19 spike ,Europe,Guardian news,,true,1
2020-06-22,texas to remain wide open for business despite dramatic covid19 rise ,Europe,Guardian news,,true,1
2020-06-22, a picture with a quote attributed to the nobel prize dnis mukwege where he says that he was obliged to classify all the recent demises as covid19 related deaths ,Europe, Facebook, Facta,false,0
2020-06-22,three members of pakistan tour party to england test positive for covid19 ,Europe,Guardian news,,true,1
2020-06-22, a widely shared video in which the doctor ngel ruiz valdepeas from the hospital of formentera claims during a demonstration in madrid that there is no coronavirus pandemic and that therefore there is no point in either the mask or social distancing ,Europe, Youtube, Maldita.es,false,0
2020-06-23,70 covid patients in mumbai missing minister says they havent fled ,India,NDTV,,true,1
2020-06-23,coronaviruscrisis listen to what ayush minister has to say about patanjalis covid cure kit coronil newstoday with live at ,India,IndiaToday,,true,1
2020-06-23,organisations helping arrange plasma donors for covid patients indepth with ,India,IndiaToday,,true,1
2020-06-23,undone by covid and the lockdown states are staring at a severe resources crunch a tussle is on to get more funds from the centre to read the full story click and download the latest issue of indiatodaymagazine promo ,India,IndiaToday,,true,1
2020-06-23,with a national peak in covid cases expected by midjuly health experts emphasise the need to ramp up testing and contacttracing in order to map the spread keep the death rate low read the story absolutely free indiatodaymagazine ,India,IndiaToday,,true,1
2020-06-23,coronaviruscrisis total cure of covid is still a pipe dream and very far away dr hemant thacker physician watch newstoday with re ,India,IndiaToday,,true,1
2020-06-23,extremely low testing rate has created a major problem for telangana government in its fight against the covid19 outbreak re ,India,IndiaToday,,true,1
2020-06-23,extremely low testing rate has created a major problem for telangana government in its fight against the covid19 outbreak telangana coronavirus ,India,IndiaToday,,true,1
2020-06-23,ramdev has launched an ayurvedic drug coronil claiming it is a medicine to treat covid19 all updates ,India,IndiaToday,,true,1
2020-06-23,uttar pradesh to use rapid testing kits for covid from tomorrow ,India,NDTV,,true,1
2020-06-23,covid backlash is worst scenario says djokovics brother ,Europe,Reuters UK,,true,1
2020-06-23,a day in the life of young delhi doctor couple both covid warriors ,India,NDTV,,true,1
2020-06-23,uttarakhand man gets covid positive text on train 20 passengers quarantined ,India,NDTV,,true,1
2020-06-23,home minister amit shah countered delhi cm arvind kejriwals claim over a new covid care facility being set up in the national capital delhi coronavirus politics ,India,IndiaToday,,true,1
2020-06-23,opinion trump has raised the white flag in the ght against covid19 ,United States,The Washington Post,,true,1
2020-06-23,opinion in the era of covid19 our fear doesnt have to define us ,United States,The Washington Post,,true,1
2020-06-23,trials with oxford covid19 vaccine start in brazil ,Europe,Reuters UK,,true,1
2020-06-23,uk covid19 death toll tops 54000 including suspected cases reuters tally ,Europe,Reuters UK,,true,1
2020-06-23,uk covid19 death toll tops 54000 including suspected cases reuters tally ,Europe,Reuters UK,,true,1
2020-06-23,sanofi eyes approval of covid19 vaccine by first half of 2021 ,Europe,Reuters UK,,true,1
2020-06-23,arvind kejriwal demands army staff for covid centre amit shah responds ,India,NDTV,,true,1
2020-06-23,in view of rising covid19 positive cases in the state the assam government on tuesday announced a total lockdown in 11 wards of guwahati assam guwahati coronavirus ,India,IndiaToday,,true,1
2020-06-23, alexandria ocasiocortez tweeted its vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be reelected a few business closures or job losses is a small price to pay to be free from his presidency keepusclosed ,United States, Viral image, PolitiFact,false,0
2020-06-23,the jagarnnath puri ratha yatra begins in odishas puri amid covid19 watch the live telecast of the jagarnnath puri ratha yatra on aaj tak tv and youtube channel rathyatra2020 ,India,IndiaToday,,true,1
2020-06-23, a video refers to a supposed nasa anticovid necklace a device that theoretically ionizes the air around the head disinfecting it ,Europe, Twitter, Maldita.es,misleading,0
2020-06-23, bill gates has said that the covid19 vaccine could kill 700000 people ,Europe," Facebook, Twitter", EFE Verifica,false,0
2020-06-23, bill gates said that the covid19 vaccine will permanently change your dna ,Europe, Social Media and Websites, Newtral.es,false,0
2020-06-23, covid19 vaccine candidates will insert microchips in humans ,Europe, Whatsapp and Facebook, Newtral.es,false,0
2020-06-23, an image claims that chroma screen panels are being used to make up coronavirus deaths ,Europe, Social Media, Newtral.es,false,0
2020-06-23, claimed that coronil was the first ayurvedicclinically controlled research evidence and trial based medicine for covid19 indiafightscorona by ,India,IndiaToday,,true,1
2020-06-23,men who have had coronavirus urged to donate plasma from their blood for research into treatments for covid19 ,Europe,BBC News (UK),,true,1
2020-06-23,thousands will need to be recalled to hospital after serious covid19 infection to check if they have been left with permanent lung damage doctors tell bbc ,Europe,BBC News (UK),,true,1
2020-06-23,parents newborn visits should be done in person to measure your babys growth check for jaundice and make sure newborn screening tests are done learn more about the importance of well visits and routine vaccines during covid19 ,United States,CDC,,true,1
2020-06-23, a video in which the man introduces and dubs another video from an interview with stefano montanari in the byoblu video blog montanari calls himself a nanopathologist and claims that masks cause us to inhale the carbon dioxide that we expelled by breathing this supposedly produces hypercapnia excess carbon dioxide ,Europe, Youtube, Maldita.es,false,0
2020-06-23,coronavirus world map which countries have the most covid19 cases and deaths ,Europe,Guardian news,,true,1
2020-06-23,pakistan covid19 doctors witness black market deals in blood plasma ,Europe,Guardian news,,true,1
2020-06-23,anxious melbourne residents forced to drive in circles as they wait for covid19 test ,Europe,Guardian news,,true,1
2020-06-23,uk factories return to growth as covid19 slump eases business live ,Europe,Guardian news,,true,1
2020-06-23,male survivors of covid19 asked to give plasma for treatment trials ,Europe,Guardian news,,true,1
2020-06-23,coronavirus australia update victoria expands covid19 testing as melbourne at risk of second lockdown live news ,Europe,Guardian news,,true,1
2020-06-23,novak djokovic tests positive for covid19 amid adria tour fallout ,Europe,Guardian news,,true,1
2020-06-23,coronavirus uk map the latest deaths and confirmed covid19 cases ,Europe,Guardian news,,true,1
2020-06-23,seven more pakistan squad cricketers test positive for covid19 ,Europe,Guardian news,,true,1
2020-06-24,ayush minister says patanjali cannot sell covid medicine needs clearance from task force brings us the latest on this itvideo ,India,IndiaToday,,true,1
2020-06-24,first patient arrives at railways covid care center in delhis shakur basti we are committed to provide all necessary help in this fight tweets minister piyush goyal photos ,India,NDTV,,true,1
2020-06-24,baba ramdevs patanjali launched a new drug coronil which the company claimed is a cure for covid19 but is it really a cure or just a marketing gimmick watch the video to find out the details newsmo vertical ,India,IndiaToday,,true,1
2020-06-24,what makes the nsci quarantine facility stand out n comparison to other facilities would you still advise a patient to first go to a hospital before moving to covid care centre at nsci dr rajeev joshi answers all the questions indepth ,India,IndiaToday,,true,1
2020-06-24,un honours kk shailaja kerala minister for efforts to tackle covid19 ,India,NDTV,,true,1
2020-06-24,top medical body validates countrys 1000th covid19 testing lab ,India,NDTV,,true,1
2020-06-24,ramdevs patanjali asked by government to explain covid drug claim ,India,NDTV,,true,1
2020-06-24,tamil nadu siddha treatment for covid draws flak siddha medicine is not an undocumented quack medicine there is lot of documented history around it says tamil nadu minister k pandiarajan ,India,NDTV,,true,1
2020-06-24,airline easyjet raises cash after losses widen due to covid19 ,Europe,Reuters UK,,true,1
2020-06-24,latin america and caribbean pass 100000 covid19 deaths news agency afp,India,NDTV,,true,1
2020-06-24,japans success in curbing covid19 cases now hampers search for cures ,Europe,Reuters UK,,true,1
2020-06-24,factbox djokovic slammed after testing positive for covid19 ,Europe,Reuters UK,,true,1
2020-06-24,not surprising to see djokovic test positive for covid19 says murray ,Europe,Reuters UK,,true,1
2020-06-24,astrazeneca taps scottish firm for tenth covid19 vaccine supply deal ,Europe,Reuters UK,,true,1
2020-06-24,does the mumbai doctor whose covid tips are going viral has any link to nanavati hospital click to know afwafactcheck ,India,IndiaToday,,true,1
2020-06-24,fauci top health officials warn of covid19 surge contradict trump on coronavirus testing ,United States,The Washington Post,,true,1
2020-06-24,every house to be screened by july 6 under delhi governments new covid19 response plan brings us details coronavirusindelhi ,India,NDTV,,true,1
2020-06-24,10 pak players covid positive but pakistan to tour uk has the latest details itvideo ,India,IndiaToday,,true,1
2020-06-24,easyjets firsthalf loss widens as covid19 hurts travel seeks cash ,Europe,Reuters UK,,true,1
2020-06-24,on june 23 delhi had more cases than sao paulo brazil santiago chile or lima peru the three latin american megacities that have become covid hotspots diu ,India,IndiaToday,,true,1
2020-06-24,good thing that ramdev gave india covid medicine coronil says ayush minister shripad naik coronavirus more updates on ,India,IndiaToday,,true,1
2020-06-24, the spread of covid19 began last october with contaminated flu vaccines and the coronavirus remained latent in the body of the patients until it emerged months later ,Europe, Twitter and Facebook, EFE Verifica,false,0
2020-06-24,coronavirus uk councils fear bankruptcy amid covid19 costs ,Europe,BBC News (UK),,true,1
2020-06-24,amnesty international calls on police service of northern ireland to suspend use of spit hoods after admission they provide no protection from covid19 ,Europe,BBC News (UK),,true,1
2020-06-24,australia announces first coronavirus death in a month as covid19 death toll rises to 103 ,Europe,Guardian news,,true,1
2020-06-24,new york to quarantine travelers from states with high covid19 rates live ,Europe,Guardian news,,true,1
2020-06-24,eight times chris whitty has diverged from the government line on covid19 ,Europe,Guardian news,,true,1
2020-06-24,uncertainty at essendon after conor mckenna returns negative covid19 result ,Europe,Guardian news,,true,1
2020-06-24,thousands gather for russias victory day parade as covid19 cases pass 600k ,Europe,Guardian news,,true,1
2020-06-24,australias covid19 restrictions and coronavirus lockdown rules explained how far can i travel and can i have people over ,Europe,Guardian news,,true,1
2020-06-24,29 new covid19 cases reported in china a delivery man of beijings popular food platform is feared to be the super spreader world coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-24,mohammad hafeez says 2nd covid19 test returns negative after pakistan cricket boards positive result cricket engvpak coronavirus ,India,IndiaToday,,true,1
2020-06-24,how covid and a border firing incident have hit rotibeti ties between villagers of bihar and nepal by indiatodayinsight indiatodaymagazine ,India,IndiaToday,,true,1
2020-06-24,will customers looking for a cure of covid19 be able to buy coronil just yet ,India,IndiaToday,,true,1
2020-06-24,since the lockdown was eased the number of fresh covid19 cases have increased sharply in agra and recovery rate has also come down uttarpradesh ,India,IndiaToday,,true,1
2020-06-24,with telangana witnessing a constant rise in covid19 cases bjp has alleged criminal negligence by the state government in dealing with the pandemic by ,India,IndiaToday,,true,1
2020-06-24,virtually no demand for coins in covid19 era as australias shift from cash to digital hastens ,Europe,Guardian news,,true,1
2020-06-25,maharashtra delhi among 5 states to receive first batch of covid19 drug ndtvnewsbeeps ,India,NDTV,,true,1
2020-06-25,baba ramdevs patanjali launched a new drug coronil which the company claimed is a cure for covid19 but is it really a cure or just a marketing gimmick watch the video to find out the details newsmo vertical re ,India,IndiaToday,,true,1
2020-06-25,covid19 testing increased in delhi and also the number of cases here are the latest details itvideo coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-25,delhi itbp has taken over the covid care centre at radha soami beas as nodal agency to take care of the operations at the facility it is expected that a 2500 bed facility will be operational in the first phase reporterdiary ,India,IndiaToday,,true,1
2020-06-25,hyderabadbased hetero prices generic covid19 drug at rs 5400 per vial ,India,NDTV,,true,1
2020-06-25,delhi covid patients wont need to visit government centres order revoked ,India,NDTV,,true,1
2020-06-25,rajasthan hotels bars struggle to survive due to covid brakes on tourism ,India,NDTV,,true,1
2020-06-25,england covid19 test and trace system fails to reach a quarter of positive cases ,Europe,Reuters UK,,true,1
2020-06-25,coronavirus live updates 29 naval personnel at ins parundu test covid19 positive ,India,The Hindu,,true,1
2020-06-25,uk beach town raises alarm as huge crowds ignore covid advice and flock to the coast ,Europe,Reuters UK,,true,1
2020-06-25,gileads remdesivir set to become europes first covid19 therapy ,Europe,Reuters UK,,true,1
2020-06-25,england covid19 test and trace system fails to reach a quarter of positive cases ,Europe,Reuters UK,,true,1
2020-06-25,uk covid19 death toll from confirmed cases rises by 149 to 43230 ,Europe,Reuters UK,,true,1
2020-06-25,uk beach town raises alarm as huge crowds ignore covid advice and flock to the coast ,Europe,Reuters UK,,true,1
2020-06-25,prince william visits oxford covid19 vaccine developers ,Europe,Reuters UK,,true,1
2020-06-25,the ugc is considering advising colleges and universities to cancel their final year examinations and semester examinations in light of the increase in covid19 cases according to a senior official at the ministry of human resource development ,India,The Hindu,,true,1
2020-06-25,tesla gave workers permission to stay home rather than risk getting covid19 then it sent termination notices ,United States,The Washington Post,,true,1
2020-06-25,uk beach town raises alarm as huge crowds ignore covid advice and flock to the coast ,Europe,Reuters UK,,true,1
2020-06-25,bjp leader questions maharashtra home minister anil deshmukhs statement calling swami ramdevs alleged covid19 cure spurious itvideo breaking ,India,IndiaToday,,true,1
2020-06-25,latest developments related to covid19 in india itvideo coronaviruspandemic indiafightscorona ,India,IndiaToday,,true,1
2020-06-25,maharashtra government warns swami ramdev over the alleged covid19 cure burningquestion breaking ,India,IndiaToday,,true,1
2020-06-25,covid19 delhi now has more cases than mumbai here is what the delhi government doing indiasagenda itvideo ,India,IndiaToday,,true,1
2020-06-25,why does covid19 kill more men than women researchers grapple with gender mystery ,Europe,Guardian news,,true,1
2020-06-25,like kicking a puppy outcry as new zealand minister picks on health chief in covid19 blame game ,Europe,Guardian news,,true,1
2020-06-25,antibody test accuracy lower during first 14 days of covid19 symptoms ,Europe,Guardian news,,true,1
2020-06-25,more than 20m americans could have contracted covid19 experts say ,Europe,Guardian news,,true,1
2020-06-25,five withdraw over covid19 links but travelers championship goes ahead ,Europe,Guardian news,,true,1
2020-06-25,pub group owned by billionaires demanding rent amid covid19 crisis ,Europe,Guardian news,,true,1
2020-06-25,the coronavirus situation in mumbai continues to remain alarming while bjp leaders have mounted the attack on maharashtra government for allegedly misrepresenting the covid numbers ,India,IndiaToday,,true,1
2020-06-25,eight patients in ca were hospitalized in april 2020 with ecigarette or vaping product useassociated lung injury evali and covid19 symptoms can be similar report use of ecigarette or vaping products to your doctor during the covid19 pandemic ,United States,CDC,,true,1
2020-06-25,delhi has overtaken mumbai to become the worstaffected city for covid19 caseload in india ,India,IndiaToday,,true,1
2020-06-25,realestate sector continues to face a plethora of challenges due to covid19 crisis housingsales have fallen over 80 percent in q2 2020 ,India,IndiaToday,,true,1
2020-06-25,until a final call is taken in this regard by the ayush ministry patanjali has been asked to refrain from advertising its drug as a cure for covid19 full story ,India,IndiaToday,,true,1
2020-06-25,exclusive delhis deputy cm denies any kind of rift in delhi says our focus is on fighting covid watch newstoday live with ,India,IndiaToday,,true,1
2020-06-25,karnataka covid crisis no relock in bengaluru india todays shares more details watch 5ivelive coronacrisis covid19 coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-25,the covid19 cases in india are nearing 5 lakh mark maharashtra remains the worst affected state here are the latest numbers indiasagenda itvideo ,India,IndiaToday,,true,1
2020-06-25,delhi is now the worsthit city by covid19 banquet halls and hotels are being converted into covid bed facilities firstup itvideo coronaviruspandemic ,India,IndiaToday,,true,1
2020-06-25,12 army personnel of jakhama army camp quarantine centre tested positive for covid19 on wednesday ,India,IndiaToday,,true,1
2020-06-26,scientists just beginning to understand the many health problems caused by covid19 ,Europe,Reuters UK,,true,1
2020-06-26,scientists just beginning to understand the many health problems caused by covid19 ,Europe,Reuters UK,,true,1
2020-06-26,bojs kuroda warns secondround effect of covid19 may dent economic growth ,Europe,Reuters UK,,true,1
2020-06-26,eu needs stronger markets watchdog for covid recovery barclays says ,Europe,Reuters UK,,true,1
2020-06-26,uk covid19 death toll rises to 43414 up 186 ,Europe,Reuters UK,,true,1
2020-06-26,bournemouth raises alarm as huge crowds ignore covid advice and flock to the coast ,Europe,Reuters UK,,true,1
2020-06-26,just in so far railways has received 620 crore from central covid fund chairperson railway board pti,India,The Hindu,,true,1
2020-06-26,perspective with schools and daycare closed covid19 is worsening womens inequality ,United States,The Washington Post,,true,1
2020-06-26,wearing a mask protects you and others from covid19 here are some tips on making them work better for you ,United States,The New York Times,,true,1
2020-06-26,coronavirus outbreak at a meatpacking plant exposes weakness in germanys covid19 response ,United States,The Washington Post,,true,1
2020-06-26,almost onethird of black americans know someone who died of covid19 survey shows ,United States,The Washington Post,,true,1
2020-06-26,black funeral homes see the heavy toll of covid19 on their communities ,United States,The Washington Post,,true,1
2020-06-26,travel is one of the clearest ways to show how the coronavirus has disrupted the world from migration to trade covid19 is erasing decades of economic gains achieved through globalization ,United States,The Washington Post,,true,1
2020-06-26,perspective covid19 outbreaks at jails and prisons should make us rethink incarceration ,United States,The Washington Post,,true,1
2020-06-26,everything you love about your neighborhood bar the ambience the crowds the music the freeflowing alcohol makes it the ideal place to catch covid19 ,United States,The New York Times,,true,1
2020-06-26,scientists just beginning to understand the many health problems caused by covid19 ,Europe,Reuters UK,,true,1
2020-06-26,astrazeneca moderna ahead in covid19 vaccine race who ,Europe,Reuters UK,,true,1
2020-06-26,dont restrict plasmatherapy to critical covid cases mumbai doctors ,India,NDTV,,true,1
2020-06-26,taxi drivers unprotected against covid19 ,Europe,BBC News (UK),,true,1
2020-06-26,unacceptable drop in care at kettering home with 12 covid19 deaths ,Europe,Guardian news,,true,1
2020-06-26,swedes rapidly losing trust in covid19 strategy poll finds ,Europe,Guardian news,,true,1
2020-06-26,parties and raves across europe spark fears of covid19 surge ,Europe,Guardian news,,true,1
2020-06-26,texas oil industry faces prospect of collapse amid covid19 losses ,Europe,Guardian news,,true,1
2020-06-26,florida governor under fire over claims state is cooking the books on covid19 ,Europe,Guardian news,,true,1
2020-06-26,astrazeneca moderna ahead in covid19 vaccine race who ,Europe,Reuters UK,,true,1
2020-06-26,coronavirus victoria heres everything we know about melbournes covid19 clusters ,Europe,Guardian news,,true,1
2020-06-26,covid and recent tensions with nepal severely hit pineapple exports from north bengal we have opened the access to india today digital magazine from all your devices absolutely free to access your free copy now click indiatodayinsight ,India,IndiaToday,,true,1
2020-06-26,delhi govt has increased covid testing by 3 times arvindkejriwal coronaviruspandemic live updates ,India,IndiaToday,,true,1
2020-06-26,india todays fights covid and is back to work here are some pro tips from her to fight the coronavirus indepth with live ,India,IndiaToday,,true,1
2020-06-26,new covid care centre in delhi is now functional watch this report on 6pmprime with delhi coronavirus live ,India,IndiaToday,,true,1
2020-06-26,no good reason for any country to include coal in covid19 plan un chief ,India,NDTV,,true,1
2020-06-26,doctors find brain issues linked to covid19 patients study ,Europe,Guardian news,,true,1
2020-06-27,uk ditches quarantine for arrivals from low covid19 risk countries ,Europe,Reuters UK,,true,1
2020-06-27,uk ditches quarantine for arrivals from low covid19 risk countries ,Europe,Reuters UK,,true,1
2020-06-27,brazil signs agreement to produce astrazenecas experimental covid19 vaccine ,Europe,Reuters UK,,true,1
2020-06-27,covid19 crisis may disrupt man united transfer plans says solskjaer ,Europe,Reuters UK,,true,1
2020-06-27,florida arizona hit daily highs for covid19 cases ,Europe,Reuters UK,,true,1
2020-06-27,roche not yet meeting demand for molecular covid19 tests says chairman ,Europe,Reuters UK,,true,1
2020-06-27,maam your bill works out to 14660 would you like to pay by cash or card i was asked a day before i was due to check out of a city hotel that was now a covid19 quarantine facility ,India,The Hindu,,true,1
2020-06-27,uk death toll from confirmed covid19 cases up 100 to 43514 ,Europe,Reuters UK,,true,1
2020-06-27,8 states including maharashtra delhi and tamil nadu contributed 855 of the active covid19 caseload ,India,The Hindu,,true,1
2020-06-27,coronavirus a spirited 99yearold woman returned home on friday after recovering from covid19 in a record nine days in bengaluru click on the link below for latest covid19 india updates ,India,The Hindu,,true,1
2020-06-27,opinion the white house is right about one thing on covid19 we need young peoples help ,United States,The Washington Post,,true,1
2020-06-27,this italian hilltown is covidfree but as it reopens to visitors will it lose that status ,United States,The Washington Post,,true,1
2020-06-27,uk ditches quarantine for arrivals from low covid19 risk countries ,Europe,Reuters UK,,true,1
2020-06-27,liverpool fans celebrating title urged to return home amid covid19 worries ,Europe,Reuters UK,,true,1
2020-06-27,uk death toll from confirmed covid19 cases up 100 to 43514 ,Europe,Reuters UK,,true,1
2020-06-27,from arranging cow milk special baby food to bringing toys hospital staff does all when there is a child admitted for the covid19 treatment heres a day in the life of an infant 15yearold veronica who is battling coronavirus in a noida hospital newsmo vertical re ,India,IndiaToday,,true,1
2020-06-27,actor zoa morani recovered from covid19 and donated plasma to savealife hear her experience ,India,NDTV,,true,1
2020-06-27,coronavirus world map which countries have the most covid19 cases and deaths ,Europe,Guardian news,,true,1
2020-06-27,coronavirus uk map the latest deaths and confirmed covid19 cases ,Europe,Guardian news,,true,1
2020-06-27,florida arizona hit daily highs for covid19 cases ,Europe,Reuters UK,,true,1
2020-06-27,moj failed to investigate potential covid19 cluster among cleaners ,Europe,Guardian news,,true,1
2020-06-27,the up cm stressed on encouraging industrial commercial and business establishments to set up covid19 helpdesks to keep people safe from the virus coronavirus uttarpradesh ,India,IndiaToday,,true,1
2020-06-27,the civic body faced allegations regarding the death of a senior citizen at azadnagar covid care center in ghatkopar in mumbai ,India,IndiaToday,,true,1
2020-06-27,on june 21 57 girls of the government shelter home in swarup nagar in kanpur were found covid19 positive kanpur coronavirus ,India,IndiaToday,,true,1
2020-06-27,we opened too quickly texas becomes a model for inadequate covid19 response ,Europe,Guardian news,,true,1
2020-06-27,covid patients are being administered different drugs that were approved for treating other diseases lets take a look at all these drugs itvideo more videos re ,India,IndiaToday,,true,1
2020-06-27,coronaviruscrisis is it time to accept the reality of community transmission is the month of july likely to be the worst can a person cured of covid get it again aiims director dr randeep guleria answers all your queries newstoday live at ,India,IndiaToday,,true,1
2020-06-27,coronaviruscrisis delhi govt changes strategy to fight against covid19 heres a report by on kejriwals fight plan newstoday live at ,India,IndiaToday,,true,1
